# CSV-File created with merge-csv.com,,,,,,,,,,,
# -----------------------------------------------------------,,,,,,,,,,,
,,,,,,,,,,,
List Sekolah SMA,,,,,,,,,,,
No,Nama Sekolah,NPSN,BP,Status,Latitude & Longitude,,,,,,
6,SD DARUL HIKAM INTEGRATED SCHOOL,70031982,SD,Swasta,,,,,,,
6,SD KRISTEN YAHYA,20219839,SD,Swasta,,,,,,,
6,SD 3 KRISTEN PAULUS,20219588,SD,Swasta,,,,,,,
6,SD ASHFIYA,69922041,SD,Swasta,,,,,,,
6,SD INTELIGENSIA,70007902,SD,Swasta,,,,,,,
6,SDN 054 TIKUKUR KOTA BANDUNG,20245817,SD,Negeri,,,,,,,
6,SDN 163 BUAHBATU BARU KOTA BANDUNG,20245022,SD,Negeri,,,,,,,
6,SDN 197 KARANG TARUNA KARANGSARI KOTA BANDUNG,20245215,SD,Negeri,,,,,,,
6,SDN 074 AYUDIA KOTA BANDUNG,20245449,SD,Negeri,,,,,,,
6,SDN 114 BOJONGKONENG CIBEUNYING KOTA BANDUNG,20245119,SD,Negeri,,,,,,,
6,SDN 093 TUNAS HARAPAN CIJERAH KOTA BANDUNG,20244933,SD,Negeri,,,,,,,
6,SDN 180 PRAKARSA NUGRAHA KOTA BANDUNG,20245754,SD,Negeri,,,,,,,
6,SDN 225 MEKARGALIH KOTA BANDUNG,20245714,SD,Negeri,,,,,,,
6,SDN 158 BABAKAN SARI BABAKAN SURABAYA KOTA BANDUNG,20245452,SD,Negeri,,,,,,,
6,SDN 112 PAMOYANAN KOTA BANDUNG,20245254,SD,Negeri,,,,,,,
6,SDN 176 CILANDAK KOTA BANDUNG,20245918,SD,Negeri,,,,,,,
6,SDN 125 TARUNA KARYA KOTA BANDUNG,20245811,SD,Negeri,,,,,,,
6,SDN 230 MARGAHAYU RAYA KOTA BANDUNG,20245226,SD,Negeri,,,,,,,
6,SDN 259 GRIYA BUMI ANTAPANI KOTA BANDUNG,20245580,SD,Negeri,,,,,,,
6,SDN 089 BABAKAN CIPARAY KOTA BANDUNG,20244998,SD,Negeri,,,,,,,
6,SDN 096 SARIJADI SELATAN KOTA BANDUNG,20245260,SD,Negeri,,,,,,,
6,SDN 145 BINONG JATI KOTA BANDUNG,20244825,SD,Negeri,,,,,,,
6,SDN 165 JATIHANDAP KOTA BANDUNG,20245596,SD,Negeri,,,,,,,
6,SDN 233 CIBADUYUT KOTA BANDUNG,20244967,SD,Negeri,,,,,,,
6,SDN 188 BANDUNG BARU KOTA BANDUNG,20245106,SD,Negeri,,,,,,,
6,SDN 079 KOPO PAJAGALAN KOTA BANDUNG,20245039,SD,Negeri,,,,,,,
6,SDN 266 MENGGER KOTA BANDUNG,20245049,SD,Negeri,,,,,,,
7,SD ADVENT CIMINDI,20219531,SD,Swasta,,,,,,,
7,SD AL HIDAYAH,20219523,SD,Swasta,,,,,,,
7,SD BINAR INDONESIA,70003404,SD,Swasta,,,,,,,
7,SD ISLAM TERPADU AL IRSYAD,20253818,SD,Swasta,,,,,,,
7,SD LINGGAWASTU,20219838,SD,Swasta,,,,,,,
7,SD ADVENT NARIPAN,20219530,SD,Swasta,,,,,,,
7,SD ISLAM AL AZHAR 62 SUMMARECON BANDUNG,70031980,SD,Swasta,,,,,,,
7,SD BINEKAS,69980028,SD,Swasta,,,,,,,
7,SD JUARA,69734138,SD,Swasta,,,,,,,
7,SDN 065 CIHAMPELAS KOTA BANDUNG,20245514,SD,Negeri,,,,,,,
7,SDN 164 KARANGPAWULANG KOTA BANDUNG,20245036,SD,Negeri,,,,,,,
7,SDN 075 JATAYU KOTA BANDUNG,20245591,SD,Negeri,,,,,,,
7,SDN 133 JALAN ANYAR KOTA BANDUNG,20245211,SD,Negeri,,,,,,,
7,SDN 121 CARINGIN HOLIS KOTA BANDUNG,20244742,SD,Negeri,,,,,,,
7,SDN 181 SUKAMISKIN KOTA BANDUNG,20245804,SD,Negeri,,,,,,,
7,SDN 253 PANGGUNGSARI KOTA BANDUNG,20245731,SD,Negeri,,,,,,,
7,SDN 159 SEKEJATI KOTA BANDUNG,20245762,SD,Negeri,,,,,,,
7,SDN 120 KOTABARU KOTA BANDUNG,20245218,SD,Negeri,,,,,,,
7,SDN 177 CIPEDES KOTA BANDUNG,20245919,SD,Negeri,,,,,,,
7,SDN 152 CIGAGAK KOTA BANDUNG,20245838,SD,Negeri,,,,,,,
7,SDN 242 MARGASARI KOTA BANDUNG,20245228,SD,Negeri,,,,,,,
7,SDN 260 GRIYA BUMI ANTAPANI KOTA BANDUNG,20245582,SD,Negeri,,,,,,,
7,SDN 126 BABAKAN KOTA BANDUNG,20244995,SD,Negeri,,,,,,,
7,SDN 136 SUKAWARNA KOTA BANDUNG,20245278,SD,Negeri,,,,,,,
7,SDN 146 GUMURUH KOTA BANDUNG,20244870,SD,Negeri,,,,,,,
7,SDN 174 PASIR IMPUN KOTA BANDUNG,20245733,SD,Negeri,,,,,,,
7,SDN 241 LEUWIANYAR KOTA BANDUNG,20244978,SD,Negeri,,,,,,,
7,SDN 204 CIDADAP KOTA BANDUNG,20245139,SD,Negeri,,,,,,,
7,SDN 092 CIBADAK ANDIR KOTA BANDUNG,20244961,SD,Negeri,,,,,,,
8,SD BALA KESELAMATAN,20219585,SD,Swasta,,,,,,,
8,SD AL-HUNAFA,70031983,SD,Swasta,,,,,,,
8,SD AL QURAN ISLAMIYAH,70052205,SD,Swasta,,,,,,,
8,SD CERDAS MULIA EKSELENSIA,69949228,SD,Swasta,,,,,,,
8,SD SANTA MELANIA,20219883,SD,Swasta,,,,,,,
8,SD MATHLAUL KHOERIYAH,20219856,SD,Swasta,,,,,,,
8,SD AL BASYARIYAH,20219527,SD,Swasta,,,,,,,
8,SD BANDUNG ISLAMIC SCHOOL,69971730,SD,Swasta,,,,,,,
8,SD ADZKIA,69932122,SD,Swasta,,,,,,,
8,SD ISLAM AL-MUIZZ,69989950,SD,Swasta,,,,,,,
8,SD IT Al-FAJAR,20267927,SD,Swasta,,,,,,,
8,SD MUHAMMADIYAH 8,20219835,SD,Swasta,,,,,,,
8,SDN 103 COBLONG KOTA BANDUNG,20245549,SD,Negeri,,,,,,,
8,SDN 202 SURYALAYA KOTA BANDUNG,20245094,SD,Negeri,,,,,,,
8,SDN 110 PASIRKALIKI KOMARABUDI KOTA BANDUNG,20245736,SD,Negeri,,,,,,,
8,SDN 150 GATOT SUBROTO KOTA BANDUNG,20245206,SD,Negeri,,,,,,,
8,SDN 182 PERUMNAS CIJERAH KOTA BANDUNG,20244899,SD,Negeri,,,,,,,
8,SDN 198 MEKARJAYA KOTA BANDUNG,20245715,SD,Negeri,,,,,,,
8,SDN 160 SUKALAKSANA KOTA BANDUNG,20245797,SD,Negeri,,,,,,,
8,SDN 123 BABAKAN PRIANGAN KOTA BANDUNG,20245108,SD,Negeri,,,,,,,
8,SDN 178 GEGERKALONG KPAD KOTA BANDUNG,20244861,SD,Negeri,,,,,,,
8,SDN 153 TARUNA KARYA KOTA BANDUNG,20245812,SD,Negeri,,,,,,,
8,SDN 246 MARGACINTA KOTA BANDUNG,20246410,SD,Negeri,,,,,,,
8,SDN 264 GRIYA BUMI ANTAPANI KOTA BANDUNG,20245577,SD,Negeri,,,,,,,
8,SDN 144 SITUGUNTING KOTA BANDUNG,20245089,SD,Negeri,,,,,,,
8,SDN 193 CARINGIN KOTA BANDUNG,20245126,SD,Negeri,,,,,,,
8,SDN 203 KACAPIRING KOTA BANDUNG,20244880,SD,Negeri,,,,,,,
8,SDN 175 TANJAKAN KOTA BANDUNG,20245816,SD,Negeri,,,,,,,
8,SDN 142 DWIKORA KOTA BANDUNG,20245029,SD,Negeri,,,,,,,
9,SD BODHI SINAR TERANG,69967567,SD,Swasta,,,,,,,
9,SD PLUS BAITURRAHMAN,20247254,SD,Swasta,,,,,,,
9,SD DWI AMANAT,20219607,SD,Swasta,,,,,,,
9,SD ESA KAREEM PRIMARY SCHOOL,70046462,SD,Swasta,,,,,,,
9,SD SEJATI,20219891,SD,Swasta,,,,,,,
9,SD PERTIWI,20219823,SD,Swasta,,,,,,,
9,SD BINTANG MULIA,20255795,SD,Swasta,,,,,,,
9,SD KARTIKA XIX - 1,20219575,SD,Swasta,,,,,,,
9,SD AL HUSAINIYYAH,20219544,SD,Swasta,,,,,,,
9,SD SANTO ALOYSIUS BANDUNG KIDUL,20267930,SD,Swasta,,,,,,,
9,SD SAINS AL BIRUNI,20219827,SD,Swasta,,,,,,,
9,SDN 104 LANGENSARI SENANGGALIH KOTA BANDUNG,20245710,SD,Negeri,,,,,,,
9,SDN 206 PUTRACO INDAH KOTA BANDUNG,20245077,SD,Negeri,,,,,,,
9,SDN 154 CITEPUS KOTA BANDUNG,20245541,SD,Negeri,,,,,,,
9,SDN 151 SUKASENANG KOTA BANDUNG,20245284,SD,Negeri,,,,,,,
9,SDN 183 SAYURAN KOTA BANDUNG,20244910,SD,Negeri,,,,,,,
9,SDN 226 ARCAMANIK ENDAH KOTA BANDUNG,20245448,SD,Negeri,,,,,,,
9,SDN 161 SUKAPURA KOTA BANDUNG,20245805,SD,Negeri,,,,,,,
9,SDN 166 CIATEUL KOTA BANDUNG,20245146,SD,Negeri,,,,,,,
9,SDN 179 SARIJADI KOTA BANDUNG,20244903,SD,Negeri,,,,,,,
9,SDN 168 CIPADUNG KOTA BANDUNG,20245500,SD,Negeri,,,,,,,
9,SDN 261 MARGAHAYU RAYA KOTA BANDUNG,20246408,SD,Negeri,,,,,,,
9,SDN 267 GRIYA BUMI ANTAPANI KOTA BANDUNG,20245573,SD,Negeri,,,,,,,
9,SDN 213 BABAKAN CIPARAY KOTA BANDUNG,20245008,SD,Negeri,,,,,,,
9,SDN 194 SUKAJADI KOTA BANDUNG,20244926,SD,Negeri,,,,,,,
9,SDN 219 BABAKANJATI KOTA BANDUNG,20244823,SD,Negeri,,,,,,,
9,SDN 231 SUKAASIH KOTA BANDUNG,20245794,SD,Negeri,,,,,,,
9,SDN 143 KOPO KOTA BANDUNG,20245043,SD,Negeri,,,,,,,
10,SD BPMD TARUNA,20219535,SD,Swasta,,,,,,,
10,SD UNGGULAN AL-IZZAH BANDUNG,70038570,SD,Swasta,,,,,,,
10,SD AL KENZIE,70005214,SD,Swasta,,,,,,,
10,SD GRACIA 2,20219612,SD,Swasta,,,,,,,
10,SD IT AL FITRAH,20269138,SD,Swasta,,,,,,,
10,SD PRIBADI BANDUNG,20219831,SPK SD,Swasta,,,,,,,
10,SD PRIANGAN ISTIQAMAH,20219832,SD,Swasta,,,,,,,
10,SD BUDI SASTRA,20219604,SD,Swasta,,,,,,,
10,SD PARDOMUAN,20219818,SD,Swasta,,,,,,,
10,SD AL- HIDAYAH,20252052,SD,Swasta,,,,,,,
10,SD TIARA BUNDA,20268416,SD,Swasta,,,,,,,
10,SDN 127 SEKELOA KOTA BANDUNG,20245765,SD,Negeri,,,,,,,
10,SDN 235 LENGKONG KECIL KOTA BANDUNG,20245045,SD,Negeri,,,,,,,
10,SDN 155 GUNUNG RAHAYU KOTA BANDUNG,20245570,SD,Negeri,,,,,,,
10,SDN 234 SALUYU KOTA BANDUNG,20245262,SD,Negeri,,,,,,,
10,SDN 199 SAYURAN KOTA BANDUNG,20244909,SD,Negeri,,,,,,,
10,SDN 244 GURUMINDA KOTA BANDUNG,20245585,SD,Negeri,,,,,,,
10,SDN 162 WARUNGJAMBU KIARACONDONG KOTA BANDUNG,20245836,SD,Negeri,,,,,,,
10,SDN 167 MENGGER GIRANG KOTA BANDUNG,20245229,SD,Negeri,,,,,,,
10,SDN 195 ISOLA KOTA BANDUNG,20244878,SD,Negeri,,,,,,,
10,SDN 169 PELITA KOTA BANDUNG,20245747,SD,Negeri,,,,,,,
10,SDN 269 GRIYA BUMI ANTAPANI KOTA BANDUNG,20245579,SD,Negeri,,,,,,,
10,SDN 227 MARGAHAYU UTARA KOTA BANDUNG,20245046,SD,Negeri,,,,,,,
10,SDN 207 CIBOGO KOTA BANDUNG,20245137,SD,Negeri,,,,,,,
10,SDN 220 GUMURUH KOTA BANDUNG,20244871,SD,Negeri,,,,,,,
10,SDN 243 CICABE KOTA BANDUNG,20245510,SD,Negeri,,,,,,,
10,SDN 249 ASTANAANYAR KOTA BANDUNG,20244993,SD,Negeri,,,,,,,
11,SD DWISAKTI,20219616,SD,Swasta,,,,,,,
11,SD ESSENVILLE PRIMARY SCHOOL,70052386,SD,Swasta,,,,,,,
11,SD AL-IHSAN ISLAMIC SCHOOL,69969798,SD,Swasta,,,,,,,
11,SD AZ-ZAKIYAH,20219579,SD,Swasta,,,,,,,
11,SD ASY-SYIFA 2,20219580,SD,Swasta,,,,,,,
11,SD PELITA FAJAR,60728783,SD,Swasta,,,,,,,
11,SD ALFA CENTAURI,69734330,SD,Swasta,,,,,,,
11,SD ABU AZIS,69947473,SD,Swasta,,,,,,,
11,SD SANTA URSULA,20219812,SD,Swasta,,,,,,,
11,SD HARAPAN KASIH,69895387,SD,Swasta,,,,,,,
11,SD SANTA ANGELA,20219825,SD,Swasta,,,,,,,
11,SD KRISTEN HIDUP BARU,20258399,SD,Swasta,,,,,,,
11,SDN 128 HAURPANCUH KOTA BANDUNG,20245587,SD,Negeri,,,,,,,
11,SDN 257 PELITA KOTA BANDUNG,20245257,SD,Negeri,,,,,,,
11,SDN 156 PASIRKALIKI KOTA BANDUNG,20245737,SD,Negeri,,,,,,,
11,SDN 214 PERUMNAS CIJERAH KOTA BANDUNG,20244900,SD,Negeri,,,,,,,
11,SDN 191 BABAKAN SURABAYA KOTA BANDUNG,20245464,SD,Negeri,,,,,,,
11,SDN 192 CIBURUY KOTA BANDUNG,20245148,SD,Negeri,,,,,,,
11,SDN 196 SUKARASA KOTA BANDUNG,20244929,SD,Negeri,,,,,,,
11,SDN 186 CIPADUNG KOTA BANDUNG,20245498,SD,Negeri,,,,,,,
11,SDN 236 BABAKAN CIPARAY KOTA BANDUNG,20245001,SD,Negeri,,,,,,,
11,SDN 208 LUGINASARI SUKAGALIH KOTA BANDUNG,20245963,SD,Negeri,,,,,,,
11,SDN 265 BANDUNGKULON KOTA BANDUNG,20244949,SD,Negeri,,,,,,,
12,SD AL AZHAR 36,69752555,SD,Swasta,,,,,,,
12,SD KRISTEN 1 BPK PENABUR,20219592,SD,Swasta,,,,,,,
12,SD ITQAN ISLAMIC SCHOOL,69946543,SD,Swasta,,,,,,,
12,SD BINTANG MADANI,20270664,SD,Swasta,,,,,,,
12,SD BUDI ASIH,20219522,SD,Swasta,,,,,,,
12,SD DAARUL HIKMAH BANDUNG,70005215,SD,Swasta,,,,,,,
12,SD SWADAYA 1,20219886,SD,Swasta,,,,,,,
12,SD CIPTA KARYA,20246315,SD,Swasta,,,,,,,
12,SD AL-IRHAAM GLOBAL ISLAMIC SCHOOL,20252083,SD,Swasta,,,,,,,
12,SD SANTO AGUSTINUS,20219894,SD,Swasta,,,,,,,
12,SD KRISTEN BPK PENABUR SINGGASANA,69760835,SD,Swasta,,,,,,,
12,SD SANTO YUSUP,20219892,SD,Swasta,,,,,,,
12,SD KUNTUM CEMERLANG,20255260,SD,Swasta,,,,,,,
12,SD GANESHA,20219615,SD,Swasta,,,,,,,
12,SDN 173 NEGLASARI KOTA BANDUNG,20245717,SD,Negeri,,,,,,,
12,SDN 170 DIAN KOTA BANDUNG,20245564,SD,Negeri,,,,,,,
12,SDN 232 BLOK SAWAH KOTA BANDUNG,20244739,SD,Negeri,,,,,,,
12,SDN 210 BABAKAN SINYAR KOTA BANDUNG,20245460,SD,Negeri,,,,,,,
12,SDN 211 BABAKAN PRIANGAN KOTA BANDUNG,20245110,SD,Negeri,,,,,,,
12,SDN 212 HARAPAN KOTA BANDUNG,20245941,SD,Negeri,,,,,,,
12,SDN 247 SUKAPURA KOTA BANDUNG,20258124,SD,Negeri,,,,,,,
12,SDN 237 KOPO ELOK KOTA BANDUNG,20245044,SD,Negeri,,,,,,,
12,SDN 272 SUKASARI KOTA BANDUNG,20245274,SD,Negeri,,,,,,,
13,SD BPI,20219536,SD,Swasta,,,,,,,
13,SD KRISTEN 6 BPK PENABUR,20219586,SD,Swasta,,,,,,,
13,SD KARAKTER AZ-ZAHRA,20279824,SD,Swasta,,,,,,,
13,SD CERDAS MUTHAHHARI,20267679,SD,Swasta,,,,,,,
13,SD INTAN AL-SALI,69952860,SD,Swasta,,,,,,,
13,SD IT AL-HIDAYAH LOGAM,69986203,SD,Swasta,,,,,,,
13,SD EL FITRA,69948519,SD,Swasta,,,,,,,
13,SD AL IKHLAS,20219532,SD,Swasta,,,,,,,
13,SD TERANG NUSANTARA,69986026,SD,Swasta,,,,,,,
13,SD IGNATIUS SLAMET RIYADI,20219609,SD,Swasta,,,,,,,
13,SD AL-QURAN,69986341,SD,Swasta,,,,,,,
13,SD SANTO ALOYSIUS TR,20219893,SD,Swasta,,,,,,,
13,SD KRISTEN DIAN EMAS,20219845,SD,Swasta,,,,,,,
13,SD SEQUOIA NASIONAL PLUS,69980318,SD,Swasta,,,,,,,
13,SD MUHAMMADIYAH 6,20219849,SD,Swasta,,,,,,,
13,SD KEMAH INDONESIA,20219572,SD,Swasta,,,,,,,
13,SDN 189 NEGLASARI KOTA BANDUNG,20245718,SD,Negeri,,,,,,,
13,SDN 171 LANUMA HUSEIN KOTA BANDUNG,20245709,SD,Negeri,,,,,,,
13,SDN 238 CIGONDEWAH KOTA BANDUNG,20244839,SD,Negeri,,,,,,,
13,SDN 221 BABAKAN SENTRAL KOTA BANDUNG,20245455,SD,Negeri,,,,,,,
13,SDN 223 BHAKTI WINAYA KOTA BANDUNG,20245114,SD,Negeri,,,,,,,
13,SDN 217 SARIJADI KOTA BANDUNG,20245971,SD,Negeri,,,,,,,
13,SDN 245 SUMBERSARI INDAH KOTA BANDUNG,20245090,SD,Negeri,,,,,,,
14,SD BUDI ISTRI,20219617,SD,Swasta,,,,,,,
14,SD KRISTEN TRIMULIA,20219840,SD,Swasta,,,,,,,
14,SD MUHAMMADIYAH 3,20219852,SD,Swasta,,,,,,,
14,SD ISLAM CENDEKIA MUDA,20255299,SD,Swasta,,,,,,,
14,SD ARRAFI,20247205,SD,Swasta,,,,,,,
14,SD ASSALAAM,20219541,SD,Swasta,,,,,,,
14,SD IT INSAN CERMAT,70008908,SD,Swasta,,,,,,,
14,SD TULUS KARTIKA,20219895,SD,Swasta,,,,,,,
14,SD ISLAM MUTIARA HATI,20254714,SD,Swasta,,,,,,,
14,SD AL BAROKAH,20219528,SD,Swasta,,,,,,,
14,SD CEMARA,20219601,SD,Swasta,,,,,,,
14,SD JEMBAR,20219576,SD,Swasta,,,,,,,
14,SD TUNAS UNGGUL,20219896,SD,Swasta,,,,,,,
14,SD TARUNA BAKTI,20219885,SD,Swasta,,,,,,,
14,SD MUHAMMADIYAH 5,20219850,SD,Swasta,,,,,,,
14,SD Nehru Memorial School,69895440,SPK SD,Swasta,,,,,,,
14,SD SURUUR,20219887,SD,Swasta,,,,,,,
14,SD KRISTEN GAMALIEL,20219844,SD,Swasta,,,,,,,
14,SDN 205 NEGLASARI KOTA BANDUNG,20245720,SD,Negeri,,,,,,,
14,SDN 187 LANUMA HUSEIN KOTA BANDUNG,20245707,SD,Negeri,,,,,,,
14,SDN 239 CIGONDEWAH KOTA BANDUNG,20244838,SD,Negeri,,,,,,,
14,SDN 218 SARIJADI KOTA BANDUNG,20244907,SD,Negeri,,,,,,,
15,SD ADVENT II BANDUNG,20258082,SD,Swasta,,,,,,,
15,SD CIPAERA,20219599,SD,Swasta,,,,,,,
15,SD LPPN,20219837,SD,Swasta,,,,,,,
15,SD 1 KRISTEN PAULUS,20219591,SD,Swasta,,,,,,,
15,SD PELITA,20219814,SD,Swasta,,,,,,,
15,SD ISLAM NURUL AMANAH,70031985,SD,Swasta,,,,,,,
15,SD HAS DARUL ILMI,69947365,SD,Swasta,,,,,,,
15,SD BINA TALENTA,20247274,SD,Swasta,,,,,,,
15,SD TERPADU KRIDA NUSANTARA,20246469,SD,Swasta,,,,,,,
15,SD MANAARATUL IMAN HIIS,70038569,SD,Swasta,,,,,,,
15,SD CAHAYA PELITA,20219603,SD,Swasta,,,,,,,
15,SD CITRA WINAYA,20219598,SD,Swasta,,,,,,,
15,SD TRIKARSA,20219884,SD,Swasta,,,,,,,
15,SD YAKESWA,20219906,SD,Swasta,,,,,,,
15,SD GLOBAL PRESTASI BANDUNG,69883256,SPK SD,Swasta,,,,,,,
15,SD PELITA BANGSA,20253917,SD,Swasta,,,,,,,
15,SDN 240 CIJERAH INDAH KOTA BANDUNG,20244846,SD,Negeri,,,,,,,
15,SDN 252 SETIABUDI KOTA BANDUNG,20244937,SD,Negeri,,,,,,,
16,SD AL FALAH,20219526,SD,Swasta,,,,,,,
16,SD GAGAS CERIA,20247207,SD,Swasta,,,,,,,
16,SD MALEBER BARAT,20219846,SD,Swasta,,,,,,,
16,SD AL FATAH AL HASAN,20219524,SD,Swasta,,,,,,,
16,SD SANTO YUSUP I,20253862,SD,Swasta,,,,,,,
16,SD ISLAM TERPADU AMANAH UMMAH,70031981,SD,Swasta,,,,,,,
16,SD IGNATIUS SLAMET RIYADI 2,20219608,SD,Swasta,,,,,,,
16,SD DEWI SARTIKA,20219596,SD,Swasta,,,,,,,
16,SD BIANGLALA,20247206,SD,Swasta,,,,,,,
16,SD TUNAS HARAPAN AR-RAUDHAH,70051765,SD,Swasta,,,,,,,
16,SD MUHAMMADIYAH 7,20219836,SD,Swasta,,,,,,,
16,SD PANGKALAN,20219819,SD,Swasta,,,,,,,
16,SD GIKI,20219614,SD,Swasta,,,,,,,
16,SD YPU,20219902,SD,Swasta,,,,,,,
16,SD YKPPK,20253349,SD,Swasta,,,,,,,
16,SD YAMI,20219905,SD,Swasta,,,,,,,
16,SDN 256 CIGONDEWAH HILIR KOTA BANDUNG,20244840,SD,Negeri,,,,,,,
17,SD AL-AMIN,20219529,SD,Swasta,,,,,,,
17,SD IRK,20219594,SD,Swasta,,,,,,,
17,SD MALEBER SELATAN,20219847,SD,Swasta,,,,,,,
17,SD ANGKASA 1,20219534,SD,Swasta,,,,,,,
17,SD YAYASAN ATIKAN SUNDA,20219904,SD,Swasta,,,,,,,
17,SD ISLAM TERPADU LUQMANUL HAKIM,20219577,SD,Swasta,,,,,,,
17,SD ISLAM ABU SENO,70042649,SD,Swasta,,,,,,,
17,SD DIAN KENCANA,20219606,SD,Swasta,,,,,,,
17,SD ISLAM AL AZHAR 30,20253348,SD,Swasta,,,,,,,
17,SD PASUNDAN 2,20219816,SD,Swasta,,,,,,,
17,SD IBNU TAIMIYAH,20219610,SD,Swasta,,,,,,,
17,SD KRISTEN BPK PENABUR BANDA,20268647,SPK SD,Swasta,,,,,,,
17,SDN 273 GEMPOL SARI KOTA BANDUNG,20244863,SD,Negeri,,,,,,,
18,SD ALAM BANDUNG,20269424,SD,Swasta,,,,,,,
18,SD KARTIKA X-1,20219574,SD,Swasta,,,,,,,
18,SD MALEBER UTARA,20219848,SD,Swasta,,,,,,,
18,SD ANGKASA 3,20219542,SD,Swasta,,,,,,,
18,SD ANDIR MUKTI,20219533,SD,Swasta,,,,,,,
18,SD MUTIARA BUNDA,20253757,SD,Swasta,,,,,,,
18,SD MUHAMMADIYAH 2,20219853,SD,Swasta,,,,,,,
18,SD KRISTEN KALAM KUDUS,20219843,SD,Swasta,,,,,,,
18,SD LABORATORIUM PERCONTOHAN UPI,20252973,SD,Swasta,,,,,,,
18,SD PASUNDAN 3,20219815,SD,Swasta,,,,,,,
18,SD MUHAMMADIYAH 4,20219851,SD,Swasta,,,,,,,
19,SD AR-RAHMAN DARUL ILMI,69934958,SD,Swasta,,,,,,,
19,SD KEMALA BHAYANGKARI 1,20219581,SD,Swasta,,,,,,,
19,SD MARIA BINTANG LAUT,20219857,SD,Swasta,,,,,,,
19,SD INDUSTRI,20219595,SD,Swasta,,,,,,,
19,SD ATTAZHIMIYAH,20219538,SD,Swasta,,,,,,,
19,SD PLUS AL GHIFARI,20219824,SD,Swasta,,,,,,,
19,SD NUGRAHA,20219821,SD,Swasta,,,,,,,
19,SD MIFTAHUL IMAN,20219855,SD,Swasta,,,,,,,
19,SD SALUYU,20219826,SD,Swasta,,,,,,,
19,SD SEMI PALAR,69883610,SD,Swasta,,,,,,,
20,SD DARUL HIKAM,20219597,SD,Swasta,,,,,,,
20,SD KRISTEN 5 BPK PENABUR,20219587,SD,Swasta,,,,,,,
20,SD MUTIARA,20219834,SD,Swasta,,,,,,,
20,SD KRISTEN 1 BINA BAKTI,20219583,SD,Swasta,,,,,,,
20,SD BAITUL HIKMAH,69947447,SD,Swasta,,,,,,,
20,SD RABBANI,70003403,SD,Swasta,,,,,,,
20,SD PLUS AL FATWA,20246728,SD,Swasta,,,,,,,
20,SD PELITA NUSANTARA,20247253,SD,Swasta,,,,,,,
20,SD UCHUWWATUL ISLAM,20219897,SD,Swasta,,,,,,,
21,SD PROF. DR. MOESTOPO,20219830,SD,Swasta,,,,,,,
21,SD MUHAMMADIYAH 1,20219854,SD,Swasta,,,,,,,
21,SD PRASISTHA,20219833,SD,Swasta,,,,,,,
21,SD KRISTEN 2 BINA BAKTI,20219590,SD,Swasta,,,,,,,
21,SD BANDUNG RAYA,20219537,SD,Swasta,,,,,,,
21,SD RANCAKASUMBA,20219828,SD,Swasta,,,,,,,
21,SD REHOBOTH,20219841,SD,Swasta,,,,,,,
21,SD SANTO ALOYSIUS SUKASARI,20247251,SD,Swasta,,,,,,,
21,SD BANDUNG INDEPENDENT SCHOOL,69850863,SPK SD,Swasta,,,,,,,
22,SD SALMAN AL FARISI,20253819,SD,Swasta,,,,,,,
22,SD PASCAL MONTESSORI,70041032,SD,Swasta,,,,,,,
22,SD RAJAWALI,20219829,SD,Swasta,,,,,,,
22,SD KRISTEN BPK PENABUR PASIRKALIKI 164,70042650,SD,Swasta,,,,,,,
22,SD CAHAYA NUSANTARA,20258325,SD,Swasta,,,,,,,
22,SD YOS SUDARSO,20246460,SD,Swasta,,,,,,,
22,SD TEMASEK INDEPENDENT SCHOOL,69935556,SD,Swasta,,,,,,,
23,SD YAYASAN BERIBU,20247256,SD,Swasta,,,,,,,
23,SD WINDU PUTRA,20219907,SD,Swasta,,,,,,,
23,SD KRISTEN BPPK,20219858,SD,Swasta,,,,,,,
23,SD CITRA CEMARA,20269306,SD,Swasta,,,,,,,
24,SD YWKA REL HOMY SCHOOL,20219901,SD,Swasta,,,,,,,
24,SD KRISTEN TRIMULIA HITS,20247257,SD,Swasta,,,,,,,
24,SD KASIH BANGSA,69894361,SD,Swasta,,,,,,,
25,SD PANDU,20219820,SD,Swasta,,,,,,,
25,SD KRISTEN BPK PENABUR TAMAN HOLIS INDAH,20219822,SD,Swasta,,,,,,,
26,SD PELITA JASA,20219813,SD,Swasta,,,,,,,
26,SD KRISTEN PELITA,20219842,SD,Swasta,,,,,,,
27,SD YPI,20253257,SD,Swasta,,,,,,,
27,SD SURYANI DWI MARGA,20219889,SD,Swasta,,,,,,,
